,Unnamed: 0,Unnamed: 0.1,gene_ID,type,gene_symbol,start,stop,description,pos,pathway,"L: L, Mono","D: L, S in maj 1","FL: L, Eco Eq 1","Q: L, Glu exp","WL: L, S in maj 2","Y: L, Eco Eq 2","T: R, Glu Exp","H: L, Ac exp","FS: S, Eco Eq 1"
3338,3338,3551,ECB_03380,cds,yhjN,3619760,3622099,"regulator of cellulose synthase, cyclic di-GMP binding",3620929.5,,-0.0008478779064940166,-0.0016576611091629813,-0.0003279469181441788,-0.001134970724018017,-0.013317937797214288,0.003669654792963468,-0.007360651701134167,0.002962923274321709,-0.0017788270475488515
3339,3339,3552,ECB_03381,cds,yhjO,3622110,3624728,"cellulose synthase, catalytic subunit",3623419.0,"{'ebr00500': 'Starch and sucrose metabolism', 'ebr01100': 'Metabolic pathways', 'ebr02026': 'Biofilm formation - Escherichia coli'}",0.0013539445438145257,0.007366263925831523,-0.0037224677389099997,-0.0019815476717704736,-0.009177116182667698,-0.015024647476867376,-0.0041744310012118944,-0.0031086853179098073,0.0017217931112111981
3340,3340,3553,ECB_03383,cds,yhjR,3625489,3625677,hypothetical protein,3625583.0,,0.008169025103070625,,-0.0028313898120728865,0.00034478802359683787,0.0010635326129421745,,-0.011217800947588227,-0.00673858222436724,-0.0021120497239846595
3341,3341,3554,ECB_03384,cds,yhjS,3625950,3627521,hypothetical protein,3626735.5,,0.0010551305139782023,0.00900019079674508,0.0013527011159563233,0.0027956843693754327,-0.0019627579780241693,0.0029490201388118185,-0.0016147000521707182,0.00020065346342894305,-0.0057719006733234005
3342,3342,3555,ECB_03385,cds,yhjT,3627521,3627709,hypothetical protein,3627615.0,,,,,,,,-0.002767379389403124,,-0.019999421014644653
3343,3343,3556,ECB_03386,cds,yhjU,3627706,3629385,predicted inner membrane protein,3628545.5,,-0.005166423058247217,0.006294240203804681,0.002882866075195966,-0.0009720359233083976,-0.0004690747814427364,0.004877328316071474,0.005713489996323439,0.00022796325109958925,0.003260062349663335
3344,3344,3557,ECB_03387,cds,ldrD,3629472,3629579,"toxic polypeptide, small",3629525.5,,,,,,,,,,
3345,3345,3558,EBG00001040693,ncrna,rdlD,3629628,3629693,,3629660.5,,,,,,,,,,
3346,3346,3559,ECB_03388,cds,ldrE,3629955,3630062,"toxic polypeptide, small",3630008.5,,,,,,,,,,
3347,3347,3560,EBG00001040591,ncrna,rdlD,3630111,3630176,,3630143.5,,,,,,,,,,
3348,3348,3561,ECB_03389,cds,ldrF,3630438,3630545,"toxic polypeptide, small",3630491.5,,,,,,,,,,
3349,3349,3562,EBG00001040696,ncrna,rdlD,3630594,3630659,,3630626.5,,,,,,,,,,
3350,3350,3563,ECB_03390,cds,yhjV,3631021,3632292,predicted transporter,3631656.5,,-0.003578411869873517,-0.00996401831151096,0.003365080201380768,0.0005298966895045196,0.0004763980188187321,-0.0027070347610896025,-0.009280198317384195,0.0014092722206803477,0.0023962407936813797
3351,3351,3564,ECB_03391,cds,dppF,3632322,3633326,dipeptide transporter,3632824.0,{'ebr02010': 'ABC transporters'},0.0040400716409153175,0.009138702940706765,0.00563252200728879,,-0.00392897725393312,-0.0016006131051917772,-0.022533696364513196,-0.011606125011086885,0.009910677129838615
3352,3352,3565,ECB_03392,cds,dppD,3633323,3634306,dipeptide transporter,3633814.5,{'ebr02010': 'ABC transporters'},0.0003051149834137647,0.022260530941776144,0.007907075951069929,-0.0017462366867238169,-0.0026744061034261967,-0.006737815169761985,-0.03294065590141636,-0.012922688557970383,-0.010130022249445871
3353,3353,3566,ECB_03393,cds,dppC,3634317,3635219,dipeptide transporter,3634768.0,{'ebr02010': 'ABC transporters'},-0.002604076092685977,0.0071411364429480465,0.0014715432521396534,-0.00249311949775294,-0.0067387883222531355,0.007620689168037591,-0.042097749029635895,-0.01024450894005248,0.00969788053348984
3354,3354,3567,ECB_03394,cds,dppB,3635229,3636248,dipeptide transporter,3635738.5,{'ebr02010': 'ABC transporters'},,,0.01494791370238414,0.007192708012034467,,,-0.025407595757195842,-0.010898175185084019,-0.015726278221119255
3355,3355,3568,ECB_03395,cds,dppA,3636556,3638163,dipeptide transporter,3637359.5,"{'ebr02010': 'ABC transporters', 'ebr02030': 'Bacterial chemotaxis'}",0.005402759603102847,0.0010408683398563756,0.001988319571994692,0.0005166886617492325,-0.014856617003071696,-0.004977796486724895,-0.02165482138409152,-0.014365288548668562,0.009369854554862861
3356,3356,3569,ECB_t00062,ncrna,proK,3639074,3639150,,3639112.0,{'ebr00970': 'Aminoacyl-tRNA biosynthesis'},,,,,,,,,
3357,3357,3570,EBG00001040681,ncrna,tRNA,3639077,3639150,,3639113.5,,,,,,,,,,
3358,3358,3571,ECB_03396,cds,yhjW,3639242,3640933,predicted metal dependent hydrolase,3640087.5,"{'ebr00540': 'Lipopolysaccharide biosynthesis', 'ebr01503': 'Cationic antimicrobial peptide (CAMP) resistance'}",0.001564514833812841,0.003088075309747693,0.0045317879474533855,0.006781278672621768,-0.0027518409375315803,-0.00645137819493645,-0.013945249011983437,0.004239684332958791,-0.002395672782969634
3359,3359,3572,ECB_03397,cds,yhjX,3641257,3642465,predicted transporter,3641861.0,,-0.004569225040998576,-0.021202505502847926,-0.0139543867717052,-0.006590261368280025,-0.02008343964799212,0.00034579993176158487,0.0010744831667666844,0.003051669590173881,0.0032006111333936892
3360,3360,3573,ECB_03398,cds,yhjY,3642694,3643392,hypothetical protein,3643043.0,,-0.012973032731632759,-0.00960641296301395,-0.004303452508157062,-0.0014842389881273305,-0.010811739220508104,-0.008961427275139917,-0.00272726752903486,-0.005058615225334935,-0.0027750035782172252
3361,3361,3574,ECB_03399,cds,tag,3643550,3644113,"3-methyl-adenine DNA glycosylase I, constitutive",3643831.5,{'ebr03410': 'Base excision repair'},,,,,,,0.011431342830425932,,0.0007156579496506708
3362,3362,3575,ECB_03400,cds,yiaC,3644110,3644550,predicted acyltransferase with acyl-CoA N-acyltransferase domain,3644330.0,,-0.007916924040452298,,0.0039450358222454535,0.003321104991301956,-0.0006415745956860991,-0.013045104774239182,-0.01302495786606094,0.008330643396664885,-0.010471709876618076
3363,3363,3576,ECB_03401,cds,bisC,3644519,3646798,biotin sulfoxide reductase,3645658.5,"{'ebr00780': 'Biotin metabolism', 'ebr01100': 'Metabolic pathways'}",-0.007643047170644772,0.015029324726825088,0.0101970221668794,0.0048156354121464216,-0.011037841123047705,0.001294562979556017,-0.0006011532366842387,-0.0006435163911075205,-0.00014389073620095792
3364,3364,3577,ECB_03402,cds,yiaD,3647005,3647664,predicted outer membrane lipoprotein,3647334.5,,-0.002219054846515616,-0.0042585157619869935,-0.0010067467557297787,-0.005640778907732611,-0.0035307184752874023,-0.0040555404078835315,-0.012003124893852891,0.0011286429936995463,-0.007174089531161242
3365,3365,3578,ECB_03403,cds,tkrA,3647768,3648742,2-ketoaldonate reductase/glyoxylate reductase B,3648255.0,"{'ebr00030': 'Pentose phosphate pathway', 'ebr00260': 'Glycine, serine and threonine metabolism', 'ebr00620': 'Pyruvate metabolism', 'ebr00630': 'Glyoxylate and dicarboxylate metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01110': 'Biosynthesis of secondary metabolites', 'ebr01120': 'Microbial metabolism in diverse environments'}",-0.0037709630014915946,-0.020578241392181076,-0.0015224591356358618,-0.004325398161784299,-0.0065852537341971286,-0.009628370942324693,-0.006481515082222101,-0.002468862053536855,-0.008236413059221612
3366,3366,3579,ECB_03404,cds,yiaF,3648792,3649502,hypothetical protein,3649147.0,,,,,,,,-0.11690654738829614,,-0.057232798088334126
3367,3367,3580,ECB_03405,cds,yiaG,3649936,3650226,predicted transcriptional regulator,3650081.0,,,,,,,,-0.019132529052397956,,
3368,3368,3581,ECB_03406,cds,cspA,3650507,3650719,major cold shock protein,3650613.0,,,,,,,,,,
3369,3369,3582,ECB_03407,cds,hokA,3650906,3651058,"toxic polypeptide, small",3650982.0,,0.001010401076969557,0.00020754485173878783,-0.0024563688605228,0.0007776794037466098,-0.0005184800749225128,-0.0015299142458152345,-0.008346304049620626,-0.0009107616365329863,-0.003513410206403927
3370,3370,3583,ECB_03408,cds,insJ-4,3651138,3651659,IS150 hypothetical protein,3651398.5,,,,,,,,,,
3371,3371,3584,ECB_03409,cds,insK-4,3651656,3652507,IS150 putative transposase,3652081.5,,,,,,,,,,
3372,3372,3585,EBG00001040651,ncrna,sok,3652488,3652612,,3652550.0,,,,,,,,,,
3373,3373,3586,ECB_03410,cds,glyS,3652786,3654855,glycyl-tRNA synthetase subunit beta,3653820.5,{'ebr00970': 'Aminoacyl-tRNA biosynthesis'},,,,,,,,,
3374,3374,3587,ECB_03411,cds,glyQ,3654865,3655776,glycyl-tRNA synthetase subunit alpha,3655320.5,{'ebr00970': 'Aminoacyl-tRNA biosynthesis'},,,,,,,,,
3375,3375,3589,ECB_03413,cds,yiaH,3656345,3657340,conserved inner membrane protein,3656842.5,,-0.001472309629828506,0.001304633974253818,-0.0014629668328718,0.002351698800177588,-0.0026693253397255265,-0.0018501742449990644,-0.0051204428166573045,0.0023243485618526308,-0.008893522847059058
3376,3376,3590,ECB_03414,cds,yiaA,3657382,3657819,conserved inner membrane protein,3657600.5,,-0.00223825010843567,0.00045364507628620334,0.001548155825996377,0.0025544614648928287,-0.0041396292187450175,-0.0030427957975605194,-0.0016145506694296352,-0.00038898945498320125,-0.002577342240404666
3377,3377,3591,ECB_03415,cds,yiaB,3657865,3658206,conserved inner membrane protein,3658035.5,,-0.003923809255071103,0.009345351666416113,0.0007762502041938432,-0.0037998677826797853,-0.007356640105948764,0.002344430910255497,-0.006610874033374322,-0.0006168645295998494,-0.007593411607608278
3378,3378,3592,ECB_03416,cds,xylB,3658375,3659829,xylulokinase,3659102.0,"{'ebr00040': 'Pentose and glucuronate interconversions', 'ebr01100': 'Metabolic pathways'}",-0.0045604336251174,-0.004532454591531981,0.0002945005733266207,-0.0006009271783178293,-0.006136666570637113,0.00045807246371736926,-0.0019662926544159105,-0.00178392975644167,-0.004017723848362271
3379,3379,3593,ECB_03417,cds,xylA,3659901,3661223,xylose isomerase,3660562.0,"{'ebr00040': 'Pentose and glucuronate interconversions', 'ebr00051': 'Fructose and mannose metabolism', 'ebr01100': 'Metabolic pathways'}",-0.002206135059302583,-0.005061312773849074,0.0024807282441370268,0.00265886877030402,-0.0012136958145029708,-0.0038060446884736737,-0.0009192117041794881,0.002084317186180918,-0.006395463946353192
3380,3380,3594,ECB_03418,cds,xylF,3661589,3662581,D-xylose transporter subunit,3662085.0,{'ebr02010': 'ABC transporters'},-0.003164050538414241,0.0008960305669456332,0.0011026030407040807,0.0012585269586865913,-0.003136590688173445,-0.0036275485574075454,-0.00578344599468566,0.000390227393315155,2.2817131916027806e-05
3381,3381,3595,ECB_03420,cds,xylH,3664176,3665357,D-xylose transporter subunit,3664766.5,{'ebr02010': 'ABC transporters'},0.01261719047772848,,0.0041696754489727785,-0.016921524419147464,-0.003610119164163361,-0.005075490887341428,0.002370166701407084,0.002610952155677019,-0.008481712042522077
3382,3382,3596,ECB_03421,cds,xylR,3665435,3666613,"DNA-binding transcriptional activator, xylose-binding",3666024.0,,-0.0026685402589823885,-0.0005462018147490931,0.009155974516773477,-0.013376509546977495,0.0006889704172144259,-0.009791531869626145,-0.007377791301254998,0.002432636700154548,-0.0076471460061882345
3383,3383,3597,ECB_03422,cds,bax,3666809,3667633,hypothetical protein,3667221.0,,-0.004181609855936915,-0.01033293070297855,0.008346086932394445,-0.0025816850577469216,-0.014930147147672103,0.004907041069461315,-0.005488262120979132,-1.5040101109879983e-05,-0.01724501555210381
3384,3384,3598,ECB_03423,cds,malS,3667953,3669983,periplasmic alpha-amylase precursor,3668968.0,"{'ebr00500': 'Starch and sucrose metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01110': 'Biosynthesis of secondary metabolites'}",-0.00454178933517106,0.00753278013124069,3.689726451380589e-05,-0.0035880964851781423,-0.0113298753388024,-0.012868379081024898,-0.009909510295605066,0.005986285946929011,-0.006771634996982784
3385,3385,3599,ECB_03424,cds,avtA,3670161,3671414,valine-pyruvate transaminase,3670787.5,"{'ebr00290': 'Valine, leucine and isoleucine biosynthesis', 'ebr01100': 'Metabolic pathways', 'ebr01110': 'Biosynthesis of secondary metabolites'}",-0.01122101014142312,-0.04357019527319112,-0.008643818789855495,0.003434866041595148,-0.00017395078550262987,0.000532485934054834,0.019269331176153627,0.006171189554424481,-0.0057011203644940205
3386,3386,3600,ECB_03425,cds,yiaI,3671565,3672038,"predicted hydrogenase, 4Fe-4S ferredoxin-type component",3671801.5,,-0.001969822801841291,-0.004159686665246024,-0.004812683903962309,0.0021295224340030392,0.00010311622216272597,0.0008012322389004297,0.013615534355726171,0.009218375269880154,-0.0064370937574237536
3387,3387,3601,ECB_03426,cds,yiaJ,3672140,3672988,predicted DNA-binding transcriptional repressor,3672564.0,,-0.01339410491584937,,-0.0008415273783146457,-0.003544763975836687,-0.0022695807999613678,-0.06830350501119017,-0.08564523500502189,-0.012786313831030637,-0.005357360056415212
3388,3388,3602,ECB_03427,cds,yiaK,3673189,3674187,"2,3-diketo-L-gulonate dehydrogenase, NADH-dependent",3673688.0,"{'ebr00040': 'Pentose and glucuronate interconversions', 'ebr00053': 'Ascorbate and aldarate metabolism', 'ebr01100': 'Metabolic pathways'}",0.0014275751883010624,-0.01510671577642565,0.0001313969527177941,-0.004716287419915047,-0.0008170064005563341,0.006556587993333829,-0.011501309086724355,0.002236039287059188,-0.013840085144209003
3389,3389,3603,ECB_03428,cds,yiaL,3674199,3674666,hypothetical protein,3674432.5,,-0.0017510371691305405,0.004816612271984444,-0.00044756239671321223,0.002513786830962344,0.0005879226808749,-0.0053217857095115475,-0.005414361219076384,0.00019429196101215684,-0.005000336109540348
3390,3390,3604,ECB_03429,cds,yiaM,3674784,3675257,predicted transporter,3675020.5,,-0.0016392240874428927,0.0007520954062737112,-0.00012431498388816543,0.00019849484699835718,-0.00040259875975278217,-0.0029573446081091,-0.002730999525075266,-0.0019339144452201762,-0.0013111293747495316
3391,3391,3605,ECB_03430,cds,yiaN,3675260,3676537,predicted transporter,3675898.5,,-0.0019604625383057325,0.0035465483159395936,0.0016639901655954314,0.0012874358637099273,-0.002922457037554776,-0.0019029931074780954,-0.008006080222297218,0.0005156871970466166,-0.004252054277774847
3392,3392,3606,ECB_03431,cds,yiaO,3676550,3677536,predicted transporter,3677043.0,,-0.0011445675679359,0.0027805388003913642,-0.0050052330389925076,0.0011241640769728855,-0.006468084988760371,-0.0036118257365243774,-0.011849732943547424,-0.0013135968695995328,0.0021286954304098322
3393,3393,3607,ECB_03432,cds,lyxK,3677540,3679036,L-xylulose kinase,3678288.0,"{'ebr00040': 'Pentose and glucuronate interconversions', 'ebr00053': 'Ascorbate and aldarate metabolism', 'ebr01100': 'Metabolic pathways'}",-0.0008579706961171236,-0.006274305602025203,-0.0017382543359739865,0.005707920129655207,-0.019410127913833484,-0.008829220776849979,-0.005244095331144979,-0.0015681892890413102,-0.0013463372759099268
3394,3394,3608,ECB_03433,cds,sgbH,3679033,3679695,3-keto-L-gulonate 6-phosphate decarboxylase,3679364.0,"{'ebr00040': 'Pentose and glucuronate interconversions', 'ebr00053': 'Ascorbate and aldarate metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01120': 'Microbial metabolism in diverse environments'}",0.0019909386454340407,-0.017483342523733934,-0.0029592839857014224,0.0001305277315901307,-0.009639085794158564,-0.0065982198463279745,0.01656748953818669,0.00491788985714163,-0.008288077309575493
3395,3395,3609,ECB_03434,cds,sgbU,3679688,3680548,predicted L-xylulose 5-phosphate 3-epimerase,3680118.0,"{'ebr00040': 'Pentose and glucuronate interconversions', 'ebr00053': 'Ascorbate and aldarate metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01120': 'Microbial metabolism in diverse environments'}",-0.00764540328929798,,0.009567003606779851,-0.002946201250738357,0.006040720882830614,0.008450580397390049,0.0017293439605315648,-0.007660836695452923,-0.01658220640862088
3396,3396,3610,ECB_03435,cds,sgbE,3680542,3681237,L-ribulose-5-phosphate 4-epimerase,3680889.5,"{'ebr00040': 'Pentose and glucuronate interconversions', 'ebr00053': 'Ascorbate and aldarate metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01120': 'Microbial metabolism in diverse environments'}",-0.007433161891651214,,-0.0009213290383375726,-0.006920025133952434,-0.0035714486165409577,-0.020724096904908337,0.0009211144856225858,0.0006223688504888906,-0.0044618507043624155
3397,3397,3614,ECB_03439,cds,yiaT,3685821,3686561,hypothetical protein,3686191.0,,0.0008575644291414638,0.00014667731591692416,0.005463419381950629,0.0002918782733503846,-0.0011712764437047177,-0.0027483101639248853,-0.0006869303778497568,0.0006682820307440546,0.00041476746508046754
3398,3398,3615,ECB_03440,cds,yiaU,3686685,3687659,predicted DNA-binding transcriptional regulator,3687172.0,,-0.001682478021239971,0.001427502014422992,-0.0005130326737427264,-0.0006040675524061343,-0.0020784155528122926,-0.0003004206737697469,-0.0011869568414301685,-0.0005373931142302165,-0.002872707306534668
3399,3399,3616,ECB_03441,cds,yiaV,3687656,3688792,"membrane fusion protein (MFP) component of efflux pump, signal anchor",3688224.0,,-0.009004992533869051,-0.003490162555603261,-1.1033290063322356e-05,0.0036177616873287774,-0.0017563239279153242,-0.0026411029957394945,-0.00010542791115852467,0.0004519853784327497,0.0003185876778118957
3400,3400,3617,ECB_03442,cds,yiaW,3688798,3689121,conserved inner membrane protein,3688959.5,,0.001906971281841613,0.008033397182275444,0.0011860678194502833,0.0020723186822812303,-0.001872273194341765,-0.004138221274151538,-0.0033344430517312134,0.0007122884304451218,-0.005117249596492745
3401,3401,3618,ECB_03443,cds,aldB,3689666,3691204,aldehyde dehydrogenase B,3690435.0,"{'ebr00010': 'Glycolysis / Gluconeogenesis', 'ebr00620': 'Pyruvate metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01110': 'Biosynthesis of secondary metabolites', 'ebr01120': 'Microbial metabolism in diverse environments'}",-0.011787351380810114,-0.018027867263663136,-0.0019526453566831054,0.0018943701377909024,-0.012126912236193612,-0.0062914592675611366,-0.006542270497711757,-0.001494426864309129,-0.002490542392951544
3402,3402,3619,ECB_03444,cds,yiaY,3691369,3692520,predicted Fe-containing alcohol dehydrogenase,3691944.5,"{'ebr00010': 'Glycolysis / Gluconeogenesis', 'ebr00071': 'Fatty acid degradation', 'ebr00350': 'Tyrosine metabolism', 'ebr00620': 'Pyruvate metabolism', 'ebr00625': 'Chloroalkane and chloroalkene degradation', 'ebr00626': 'Naphthalene degradation', 'ebr01100': 'Metabolic pathways', 'ebr01110': 'Biosynthesis of secondary metabolites', 'ebr01120': 'Microbial metabolism in diverse environments', 'ebr01220': 'Degradation of aromatic compounds'}",-0.003425332829654024,-0.001502527161401087,0.0027986255455984678,0.0022518788561738745,-0.0027645255790641177,-0.002318333407030477,-0.003841824721876512,-0.000721331432867582,-0.0029284491684987398
3403,3403,3620,ECB_03445,cds,selB,3692710,3694554,selenocysteinyl-tRNA-specific translation factor,3693632.0,,-0.000923791505443374,0.0069940354520276644,0.0021661331712127183,0.0023442802171674553,0.00342279751649998,0.0034167797997942013,-0.00711208251336813,0.00026453519610261926,-0.00194384998743792
3404,3404,3621,ECB_03446,cds,selA,3694551,3695942,selenocysteine synthase,3695246.5,"{'ebr00450': 'Selenocompound metabolism', 'ebr00970': 'Aminoacyl-tRNA biosynthesis', 'ebr01100': 'Metabolic pathways'}",-0.008496792492276278,0.011843882299302165,-0.002769613605489544,-0.0010320295235856992,0.003153856943259071,-0.01071000166368127,-0.004833301628935776,0.002418987232535552,-0.005338056761365727
3405,3405,3622,ECB_03447,cds,yibF,3696040,3696648,predicted glutathione S-transferase,3696344.0,,-0.006029272847724088,,-0.012561540762517585,-0.004183956798049904,-0.0170747615481259,,-0.007920295762713133,0.004851436906844816,-0.0049332995104828005
3406,3406,3623,ECB_03448,cds,rhsA,3696877,3701010,rhsA element core protein RshA,3698943.5,,0.00038686485278371767,-0.001163416924187182,0.0034417992100693913,0.0027346670915917213,-0.0020720849365998303,-0.003428036572910265,-0.007056506553595599,0.0008862612693698177,0.0028223349681138063
3407,3407,3624,ECB_03449,cds,yibA,3701031,3701873,lyase containing HEAT-repeat protein,3701452.0,,-0.0020407042325264785,0.0036073947280135118,-0.0013641165103222635,0.0028183571930722327,-0.0010358281516479983,-0.0028601723037961885,0.0022424609759786568,0.0016728315477609905,-0.004498401620736879
3408,3408,3625,ECB_03450,cds,yibJ,3701915,3702859,predicted Rhs-family protein,3702387.0,,-0.0037401119448668045,0.007503512149309992,0.0002843525519153293,-0.0008252151212521143,-0.004576890971075523,-0.00035925788856263176,-0.005090780359980469,7.130467925418383e-05,-0.001396277931446232
3409,3409,3626,ECB_03451,cds,yibG,3702871,3703332,hypothetical protein,3703101.5,,-0.0051476387909307865,-0.004304956877473948,-0.0004566385685436583,0.0019271613073170593,0.00183115263094123,-0.009384780499950984,-0.000541122378764345,-0.0029884715551682177,0.001592493843288773
3410,3410,3627,ECB_03452,cds,yibH,3704936,3706072,hypothetical protein,3705504.0,,-0.0017507568126405664,-0.0027250357794541213,0.0031770803573375034,0.0024099868524491085,7.229759580109229e-05,-0.0009445666313686608,-0.0039412496354237535,-0.0028816272698953455,-0.0011815138491168987
3411,3411,3628,ECB_03453,cds,yibI,3706075,3706437,predicted inner membrane protein,3706256.0,,-0.004923201832884415,,0.002652169974139775,-0.02235608699233237,-0.035886754932082564,-0.034476498738097924,0.020482624301210915,6.579469010918299e-05,-0.010081838136416273
3412,3412,3629,ECB_03454,cds,mtlA,3706974,3708887,fused mannitol-specific PTS enzymes,3707930.5,"{'ebr00051': 'Fructose and mannose metabolism', 'ebr01100': 'Metabolic pathways', 'ebr02060': 'Phosphotransferase system (PTS)'}",-0.0015884536908301547,-0.0025992219474365442,-0.005097576416295978,-0.003911313704494696,-0.00960549444367565,-0.009267623252536387,-0.006917086299110262,-0.0006213269395657626,-0.002190185973429337
3413,3413,3630,ECB_03455,cds,mtlD,3709117,3710265,mannitol-1-phosphate 5-dehydrogenase,3709691.0,"{'ebr00051': 'Fructose and mannose metabolism', 'ebr01100': 'Metabolic pathways'}",-0.0034078682728955717,-0.07740380774143411,-0.0033756575118012804,0.0039619068829112,-0.026566076306998046,0.0005839542105166738,-0.0030056249938113268,0.004018091860414703,-0.010037280857720232
3414,3414,3631,ECB_03456,cds,mtlR,3710265,3710852,DNA-binding repressor,3710558.5,,-0.02154188869131535,,-0.02273265664948649,0.01454626494432236,0.006136394639262484,-0.046271614965262366,0.037600468965238935,-0.11877393779869072,-0.050250990229781564
3415,3415,3633,ECB_03458,cds,yibL,3711358,3711720,hypothetical protein,3711539.0,,-0.007888862399661519,0.026821219514765425,0.0009739850050796157,0.0028711523865924513,-0.0041988438406970535,0.005281238716164246,-0.00317346440131522,0.0016931496013533635,-0.0020121994758788408
3416,3416,3636,ECB_03461,cds,lldP,3718209,3719864,L-lactate permease,3719036.5,,-0.0050545059870623745,-0.020075196481232842,0.0013623036542024032,0.006937069065088446,-0.0003566805194443937,-0.006667481994859885,-0.02610764291343243,0.0006969086308779751,-0.00023451005652099308
3417,3417,3637,ECB_03462,cds,lldR,3719864,3720640,DNA-binding transcriptional repressor,3720252.0,,0.00993427669221528,,,-0.005708693843788545,,-0.019606052070947545,-0.03748746736364381,0.008208902710483048,-0.002126751284679545
3418,3418,3638,ECB_03463,cds,lldD,3720637,3721827,"L-lactate dehydrogenase, FMN-linked",3721232.0,"{'ebr00620': 'Pyruvate metabolism', 'ebr01100': 'Metabolic pathways'}",0.00028573054953201824,0.008240958726814173,0.0021420121982617772,0.0034654173309131,-0.005487284554284593,-0.017536370158505968,-0.002203478158979951,-0.01018172829598372,0.0016703189134648214
3419,3419,3639,ECB_03464,cds,yibK,3721981,3722454,predicted rRNA methylase,3722217.5,,-0.008410962351410124,0.0256710905679129,-0.00034019226919837595,-0.0030262302479809205,-0.003011489963426432,-0.013433202331255516,-0.009262618432202514,-0.03168289938168852,-0.012844796421202061
3420,3420,3640,ECB_03465,cds,cysE,3722507,3723328,serine acetyltransferase,3722917.5,"{'ebr00270': 'Cysteine and methionine metabolism', 'ebr00920': 'Sulfur metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01110': 'Biosynthesis of secondary metabolites', 'ebr01120': 'Microbial metabolism in diverse environments', 'ebr01200': 'Carbon metabolism', 'ebr01230': 'Biosynthesis of amino acids'}",,,,,,,,,
3421,3421,3641,ECB_03466,cds,gpsA,3723408,3724427,NAD(P)H-dependent glycerol-3-phosphate dehydrogenase,3723917.5,"{'ebr00564': 'Glycerophospholipid metabolism', 'ebr01110': 'Biosynthesis of secondary metabolites'}",,,,,,,,,
3422,3422,3642,ECB_03467,cds,secB,3724427,3724894,export protein SecB,3724660.5,"{'ebr02024': 'Quorum sensing', 'ebr03060': 'Protein export', 'ebr03070': 'Bacterial secretion system'}",,,,,,,,,
3423,3423,3643,ECB_03468,cds,grxC,3724957,3725208,glutaredoxin 3,3725082.5,,,,,,,,,,
3424,3424,3644,ECB_03469,cds,yibN,3725350,3725781,predicted rhodanese-related sulfurtransferase,3725565.5,,,,,,,,0.05244723430259719,,
3425,3425,3645,ECB_03470,cds,yibO,3726026,3727570,phosphoglyceromutase,3726798.0,"{'ebr00010': 'Glycolysis / Gluconeogenesis', 'ebr00260': 'Glycine, serine and threonine metabolism', 'ebr00680': 'Methane metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01110': 'Biosynthesis of secondary metabolites', 'ebr01120': 'Microbial metabolism in diverse environments', 'ebr01200': 'Carbon metabolism', 'ebr01230': 'Biosynthesis of amino acids'}",0.0013210341704906346,0.010595373305890152,-0.007516429237776959,0.0013874825406695553,-0.005206865711805298,-0.00611590840823512,-0.014226184706958772,0.003554995812729804,-0.003149331620261577
3426,3426,3646,ECB_03471,cds,yibP,3727604,3728863,protease with a role in cell division,3728233.5,,,,,,,,,,
3427,3427,3647,ECB_03472,cds,yibQ,3728867,3729826,predicted polysaccharide deacetylase,3729346.5,,-0.005810218504484603,-0.0021289704605272687,-0.00718633040727795,-0.004517466164161182,-0.011228520765128924,-0.012575531692552431,-0.010984053613574137,-0.02259114628428513,0.0028569642740727923
3428,3428,3648,ECB_03473,cds,yibD,3729813,3730847,predicted glycosyl transferase,3730330.0,{'ebr00540': 'Lipopolysaccharide biosynthesis'},-0.0012804308791579055,-0.0004850935671276964,0.00027813204087607157,0.0015450803619004349,-0.003730125972922023,0.00029825265227909704,-0.005324120641844297,0.006610914249772696,-0.002998198690230276
3429,3429,3649,ECB_03474,cds,tdh,3731086,3732111,L-threonine 3-dehydrogenase,3731598.5,"{'ebr00260': 'Glycine, serine and threonine metabolism', 'ebr01100': 'Metabolic pathways'}",0.0028206913320320804,-0.03774980647378958,0.0043644436229298145,-0.0010105732544109622,-0.0008522734599394527,-0.004540931481019857,0.0011600297157722214,0.004326754063788126,-0.008729276706518655
3430,3430,3650,ECB_03475,cds,kbl,3732121,3733317,2-amino-3-ketobutyrate coenzyme A ligase,3732719.0,"{'ebr00260': 'Glycine, serine and threonine metabolism', 'ebr01100': 'Metabolic pathways'}",-0.0022060830613754067,-0.032864465771945836,0.0012066516147883064,-0.0075231103808441795,-0.008462022913276648,0.009851882146742385,-0.0005557011004484215,-0.0004337476087690197,-0.004008463481377331
3431,3431,3651,ECB_03476,cds,gumD,3733531,3734463,"ADP-L-glycero-D-mannoheptose-6-epimerase, NAD(P)-binding",3733997.0,"{'ebr00540': 'Lipopolysaccharide biosynthesis', 'ebr01100': 'Metabolic pathways', 'ebr01250': 'Biosynthesis of nucleotide sugars'}",,,,,,,,,
