,gene_ID,type,gene_symbol,start,stop,description,pos,pathway
4132,ECB_03887,cds,aceA,4196554,4197858,isocitrate lyase,4197206.0,"{'ebr00630': 'Glyoxylate and dicarboxylate metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01110': 'Biosynthesis of secondary metabolites', 'ebr01120': 'Microbial metabolism in diverse environments', 'ebr01200': 'Carbon metabolism'}"
4133,ECB_03888,cds,aceK,4198139,4199875,bifunctional isocitrate dehydrogenase kinase/phosphatase protein,4199007.0,
4134,ECB_03890,cds,iclR,4201735,4202559,DNA-binding transcriptional repressor,4202147.0,
4135,ECB_03891,cds,metH,4202759,4206442,B12-dependent methionine synthase,4204600.5,"{'ebr00270': 'Cysteine and methionine metabolism', 'ebr00450': 'Selenocompound metabolism', 'ebr00670': 'One carbon pool by folate', 'ebr01100': 'Metabolic pathways', 'ebr01110': 'Biosynthesis of secondary metabolites', 'ebr01230': 'Biosynthesis of amino acids'}"
4136,ECB_03892,cds,yjbB,4206662,4208293,predicted transporter,4207477.5,
4137,ECB_03893,cds,pepE,4208384,4209073,peptidase E,4208728.5,
4138,ECB_03894,cds,yjbC,4209285,4210157,23S rRNA pseudouridine synthase,4209721.0,
4139,ECB_03895,cds,yjbD,4210290,4210562,hypothetical protein,4210426.0,
4140,ECB_03896,cds,lysC,4210815,4212164,aspartate kinase III,4211489.5,"{'ebr00260': 'Glycine, serine and threonine metabolism', 'ebr00261': 'Monobactam biosynthesis', 'ebr00270': 'Cysteine and methionine metabolism', 'ebr00300': 'Lysine biosynthesis', 'ebr01100': 'Metabolic pathways', 'ebr01110': 'Biosynthesis of secondary metabolites', 'ebr01120': 'Microbial metabolism in diverse environments', 'ebr01210': '2-Oxocarboxylic acid metabolism', 'ebr01230': 'Biosynthesis of amino acids'}"
4141,ECB_03897,cds,pgi,4212689,4214338,glucose-6-phosphate isomerase,4213513.5,"{'ebr00010': 'Glycolysis / Gluconeogenesis', 'ebr00030': 'Pentose phosphate pathway', 'ebr00500': 'Starch and sucrose metabolism', 'ebr00520': 'Amino sugar and nucleotide sugar metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01110': 'Biosynthesis of secondary metabolites', 'ebr01120': 'Microbial metabolism in diverse environments', 'ebr01200': 'Carbon metabolism', 'ebr01250': 'Biosynthesis of nucleotide sugars'}"
4142,EBG00001040544,ncrna,STnc430,4214491,4214640,,4214565.5,
4143,ECB_03898,cds,yjbE,4214837,4215079,hypothetical protein,4214958.0,
4144,ECB_03899,cds,yjbF,4215194,4215832,predicted lipoprotein,4215513.0,
4145,ECB_03900,cds,yjbG,4215829,4216566,hypothetical protein,4216197.5,
4146,ECB_03901,cds,yjbH,4216566,4218662,predicted porin,4217614.0,
4147,ECB_03902,cds,yjbA,4219257,4219667,phosphate-starvation-inducible protein PsiE,4219462.0,
4148,ECB_03903,cds,xylE,4219711,4221186,D-xylose transporter,4220448.5,
4149,ECB_03904,cds,malG,4221558,4222448,maltose transporter subunit,4222003.0,{'ebr02010': 'ABC transporters'}
4150,ECB_03905,cds,malF,4222463,4224007,maltose transporter subunit,4223235.0,{'ebr02010': 'ABC transporters'}
4151,ECB_03906,cds,malE,4224161,4225351,maltose ABC transporter periplasmic protein,4224756.0,"{'ebr02010': 'ABC transporters', 'ebr02030': 'Bacterial chemotaxis'}"
4152,ECB_03907,cds,malK,4225716,4226831,"fused maltose transport subunit, ATP-binding component of ABC superfamily/regulatory protein",4226273.5,{'ebr02010': 'ABC transporters'}
4153,ECB_03908,cds,lamB,4226903,4228243,maltoporin precursor,4227573.0,
4154,ECB_03909,cds,malM,4228486,4229406,maltose regulon periplasmic protein,4228946.0,
4155,ECB_03910,cds,yjbI,4229887,4231215,hypothetical protein,4230551.0,
4156,ECB_03911,cds,ubiC,4231438,4231935,chorismate pyruvate lyase,4231686.5,"{'ebr00130': 'Ubiquinone and other terpenoid-quinone biosynthesis', 'ebr01100': 'Metabolic pathways', 'ebr01110': 'Biosynthesis of secondary metabolites', 'ebr01240': 'Biosynthesis of cofactors'}"
4157,ECB_03912,cds,ubiA,4231948,4232820,4-hydroxybenzoate octaprenyltransferase,4232384.0,"{'ebr00130': 'Ubiquinone and other terpenoid-quinone biosynthesis', 'ebr01100': 'Metabolic pathways', 'ebr01110': 'Biosynthesis of secondary metabolites', 'ebr01240': 'Biosynthesis of cofactors'}"
4158,ECB_03913,cds,plsB,4232975,4235398,glycerol-3-phosphate acyltransferase,4234186.5,"{'ebr00561': 'Glycerolipid metabolism', 'ebr00564': 'Glycerophospholipid metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01110': 'Biosynthesis of secondary metabolites'}"
4159,ECB_03914,cds,dgkA,4235569,4235937,diacylglycerol kinase,4235753.0,"{'ebr00561': 'Glycerolipid metabolism', 'ebr00564': 'Glycerophospholipid metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01110': 'Biosynthesis of secondary metabolites'}"
4160,ECB_03915,cds,lexA,4236047,4236655,LexA repressor,4236351.0,
4161,ECB_03916,cds,dinF,4236674,4238053,DNA-damage-inducible SOS response protein,4237363.5,
4162,ECB_03917,cds,yjbJ,4238169,4238378,predicted stress response protein,4238273.5,
4163,ECB_03918,cds,zur,4238420,4238935,"DNA-binding transcriptional repressor, Zn(II)-binding",4238677.5,{'ebr02024': 'Quorum sensing'}
4164,ECB_03919,cds,yjbL,4239253,4239507,hypothetical protein,4239380.0,
4165,ECB_03920,cds,yjbM,4239531,4240238,hypothetical protein,4239884.5,
4166,ECB_03921,cds,yjbN,4240601,4241638,tRNA-dihydrouridine synthase A,4241119.5,
4167,ECB_03922,cds,yjbO,4241772,4242014,phage shock protein G,4241893.0,
4168,ECB_03923,cds,qor,4242180,4243163,"quinone oxidoreductase, NADPH-dependent",4242671.5,
4169,ECB_03924,cds,dnaB,4243246,4244661,replicative DNA helicase,4243953.5,{'ebr03030': 'DNA replication'}
4170,ECB_03925,cds,alr,4244714,4245793,alanine racemase,4245253.5,"{'ebr00470': 'D-Amino acid metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01502': 'Vancomycin resistance'}"
4171,ECB_03926,cds,tyrB,4246046,4247239,"tyrosine aminotransferase, tyrosine-repressible, PLP-dependent",4246642.5,"{'ebr00270': 'Cysteine and methionine metabolism', 'ebr00350': 'Tyrosine metabolism', 'ebr00360': 'Phenylalanine metabolism', 'ebr00400': 'Phenylalanine, tyrosine and tryptophan biosynthesis', 'ebr00401': 'Novobiocin biosynthesis', 'ebr01100': 'Metabolic pathways', 'ebr01110': 'Biosynthesis of secondary metabolites', 'ebr01230': 'Biosynthesis of amino acids'}"
4172,ECB_03927,cds,aphA,4248346,4249059,"acid phosphatase/phosphotransferase, class B, non-specific",4248702.5,"{'ebr00740': 'Riboflavin metabolism', 'ebr01100': 'Metabolic pathways'}"
4173,ECB_03928,cds,yjbQ,4249170,4249586,hypothetical protein,4249378.0,
4174,ECB_03929,cds,yjbR,4249590,4249946,hypothetical protein,4249768.0,
4175,ECB_03930,cds,uvrA,4249981,4252803,excinuclease ABC subunit A,4251392.0,{'ebr03420': 'Nucleotide excision repair'}
4176,ECB_03931,cds,ssb,4253058,4253594,single-strand DNA-binding protein,4253326.0,"{'ebr03030': 'DNA replication', 'ebr03430': 'Mismatch repair', 'ebr03440': 'Homologous recombination'}"
4177,ECB_03932,cds,yjcB,4253693,4253974,predicted inner membrane protein,4253833.5,
4178,ECB_03934,cds,soxS,4255993,4256316,DNA-binding transcriptional dual regulator,4256154.5,
4179,ECB_03935,cds,soxR,4256402,4256866,"DNA-binding transcriptional dual regulator, Fe-S center for redox-sensing",4256634.0,
4180,EBG00001040609,ncrna,sraL,4256859,4256999,,4256929.0,
4181,ECB_03936,cds,yjcD,4257412,4258761,predicted permease,4258086.5,
4182,ECB_03937,cds,yjcE,4258913,4260562,predicted cation/proton antiporter,4259737.5,
4183,ECB_03938,cds,yjcF,4260716,4262008,hypothetical protein,4261362.0,
4184,ECB_03939,cds,actP,4262186,4263835,acetate permease,4263010.5,
4185,ECB_03940,cds,yjcH,4263832,4264146,conserved inner membrane protein involved in acetate transport,4263989.0,
4186,ECB_03941,cds,acs,4264346,4266304,acetyl-coenzyme A synthetase,4265325.0,"{'ebr00010': 'Glycolysis / Gluconeogenesis', 'ebr00620': 'Pyruvate metabolism', 'ebr00630': 'Glyoxylate and dicarboxylate metabolism', 'ebr00640': 'Propanoate metabolism', 'ebr00680': 'Methane metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01110': 'Biosynthesis of secondary metabolites', 'ebr01120': 'Microbial metabolism in diverse environments', 'ebr01200': 'Carbon metabolism'}"
4187,ECB_03942,cds,nrfA,4266697,4268133,"nitrite reductase, formate-dependent, cytochrome",4267415.0,"{'ebr00910': 'Nitrogen metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01120': 'Microbial metabolism in diverse environments'}"
4188,ECB_03943,cds,nrfB,4268178,4268744,"nitrite reductase, formate-dependent, penta-heme cytochrome c",4268461.0,
4189,ECB_03944,cds,nrfC,4268741,4269412,"formate-dependent nitrite reductase, 4Fe4S subunit",4269076.5,
4190,ECB_03945,cds,nrfD,4269409,4270365,"formate-dependent nitrite reductase, membrane subunit",4269887.0,
4191,ECB_03946,cds,nrfE,4270445,4272103,"heme lyase (NrfEFG) for insertion of heme into c552, subunit NrfE",4271274.0,
4192,ECB_03947,cds,nrfF,4272096,4272479,"heme lyase (NrfEFG) for insertion of heme into c552, subunit NrfF",4272287.5,
4193,ECB_03948,cds,nrfG,4272476,4273072,"heme lyase (NrfEFG) for insertion of heme into c552, subunit NrfG",4272774.0,
4194,ECB_03949,cds,gltP,4273414,4274727,glutamate/aspartate,4274070.5,
4195,ECB_03950,cds,yjcO,4275258,4275947,hypothetical protein,4275602.5,
4196,ECB_03951,cds,fdhF,4276041,4278188,"formate dehydrogenase-H, selenopolypeptide subunit",4277114.5,"{'ebr00680': 'Methane metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01120': 'Microbial metabolism in diverse environments', 'ebr01200': 'Carbon metabolism'}"
4197,ECB_03952,cds,yjcP,4278386,4279852,predicted outer membrane factor of efflux pump,4279119.0,
4198,ECB_03953,cds,yjcQ,4279849,4281900,predicted multidrug efflux system component,4280874.5,
4199,ECB_03954,cds,yjcR,4281900,4282931,predicted membrane fusion protein of efflux pump,4282415.5,
4200,ECB_03955,cds,yjcS,4283434,4285419,predicted alkyl sulfatase,4284426.5,
4201,ECB_03956,cds,alsK,4285692,4286621,D-allose kinase,4286156.5,"{'ebr00051': 'Fructose and mannose metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01120': 'Microbial metabolism in diverse environments'}"
4202,ECB_03957,cds,alsE,4286605,4287300,allulose-6-phosphate 3-epimerase,4286952.5,"{'ebr00051': 'Fructose and mannose metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01120': 'Microbial metabolism in diverse environments'}"
4203,ECB_03958,cds,alsC,4287311,4288291,D-allose transporter subunit,4287801.0,{'ebr02010': 'ABC transporters'}
4204,ECB_03959,cds,alsA,4288270,4289802,fused D-allose transporter subunits of ABC superfamily,4289036.0,{'ebr02010': 'ABC transporters'}
4205,ECB_03960,cds,alsB,4289929,4290864,D-allose transporter subunit,4290396.5,{'ebr02010': 'ABC transporters'}
4206,ECB_03961,cds,rpiR,4290923,4291813,DNA-binding transcriptional repressor,4291368.0,
4207,ECB_03962,cds,rpiB,4292172,4292621,ribose-5-phosphate isomerase B,4292396.5,"{'ebr00030': 'Pentose phosphate pathway', 'ebr00051': 'Fructose and mannose metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01110': 'Biosynthesis of secondary metabolites', 'ebr01120': 'Microbial metabolism in diverse environments', 'ebr01200': 'Carbon metabolism', 'ebr01230': 'Biosynthesis of amino acids'}"
4208,ECB_03963,cds,yjdP,4292690,4293019,hypothetical protein,4292854.5,
4209,ECB_03964,cds,phnP,4293166,4293924,carbon-phosphorus lyase complex accessory protein,4293545.0,"{'ebr00440': 'Phosphonate and phosphinate metabolism', 'ebr01100': 'Metabolic pathways'}"
4210,ECB_03965,cds,phnO,4293926,4294360,predicted acyltransferase with acyl-CoA N-acyltransferase domain,4294143.0,{'ebr00440': 'Phosphonate and phosphinate metabolism'}
4211,ECB_03966,cds,phnN,4294347,4294904,"ribose 1,5-bisphosphokinase",4294625.5,"{'ebr00030': 'Pentose phosphate pathway', 'ebr01100': 'Metabolic pathways'}"
4212,ECB_03967,cds,phnM,4294904,4296040,carbon-phosphorus lyase complex subunit,4295472.0,"{'ebr00440': 'Phosphonate and phosphinate metabolism', 'ebr01100': 'Metabolic pathways'}"
4213,ECB_03968,cds,phnL,4296037,4296717,carbon-phosphorus lyase complex subunit,4296377.0,"{'ebr00440': 'Phosphonate and phosphinate metabolism', 'ebr01100': 'Metabolic pathways'}"
4214,ECB_03969,cds,phnK,4296828,4297586,carbon-phosphorus lyase complex subunit,4297207.0,
4215,ECB_03970,cds,phnJ,4297583,4298428,carbon-phosphorus lyase complex subunit,4298005.5,"{'ebr00440': 'Phosphonate and phosphinate metabolism', 'ebr01100': 'Metabolic pathways'}"
4216,ECB_03971,cds,phnI,4298421,4299485,carbon-phosphorus lyase complex subunit,4298953.0,"{'ebr00440': 'Phosphonate and phosphinate metabolism', 'ebr01100': 'Metabolic pathways'}"
4217,ECB_03972,cds,phnH,4299485,4300069,carbon-phosphorus lyase complex subunit,4299777.0,"{'ebr00440': 'Phosphonate and phosphinate metabolism', 'ebr01100': 'Metabolic pathways'}"
4218,ECB_03973,cds,phnG,4300066,4300518,carbon-phosphorus lyase complex subunit,4300292.0,"{'ebr00440': 'Phosphonate and phosphinate metabolism', 'ebr01100': 'Metabolic pathways'}"
4219,ECB_03974,cds,phnF,4300519,4301244,predicted DNA-binding transcriptional regulator of phosphonate uptake and biodegradation,4300881.5,
4220,ECB_03975,cds,phnE,4301265,4302083,phosphonate/organophosphate ester transporter,4301674.0,{'ebr02010': 'ABC transporters'}
4221,ECB_03976,cds,phnD,4302150,4303166,phosphonate/organophosphate ester transporter subunit,4302658.0,{'ebr02010': 'ABC transporters'}
4222,ECB_03977,cds,phnC,4303191,4303979,phosphonate/organophosphate ester transporter subunit,4303585.0,{'ebr02010': 'ABC transporters'}
4223,ECB_03978,cds,phnB,4304112,4304555,hypothetical protein,4304333.5,
4224,ECB_03979,cds,phnA,4305113,4305448,hypothetical protein,4305280.5,
4225,ECB_03980,cds,yjdA,4305849,4308077,conserved hypothetical protein with nucleoside triphosphate hydrolase domain,4306963.0,
4226,ECB_03981,cds,yjcZ,4308074,4308952,hypothetical protein,4308513.0,
4227,ECB_03982,cds,proP,4309216,4310718,proline/glycine betaine transporter,4309967.0,
4228,EBG00001040540,ncrna,STnc630,4310761,4310926,,4310843.5,
4229,ECB_03983,cds,basS,4310895,4311986,sensory histidine kinase in two-component regulatory system with BasR,4311440.5,"{'ebr01503': 'Cationic antimicrobial peptide (CAMP) resistance', 'ebr02020': 'Two-component system'}"
4230,ECB_03984,cds,basR,4311996,4312664,DNA-binding response regulator in two-component regulatory system with BasS,4312330.0,"{'ebr01503': 'Cationic antimicrobial peptide (CAMP) resistance', 'ebr02020': 'Two-component system'}"
4231,ECB_03985,cds,yjdB,4312661,4314304,predicted metal dependent hydrolase,4313482.5,"{'ebr00540': 'Lipopolysaccharide biosynthesis', 'ebr01100': 'Metabolic pathways', 'ebr01503': 'Cationic antimicrobial peptide (CAMP) resistance'}"
4232,ECB_03986,cds,yjdE,4314408,4315745,arginine,4315076.5,
4233,ECB_03987,cds,adiY,4315882,4316643,DNA-binding transcriptional activator,4316262.5,
4234,ECB_03988,cds,adiA,4316968,4319238,biodegradative arginine decarboxylase,4318103.0,"{'ebr00330': 'Arginine and proline metabolism', 'ebr01100': 'Metabolic pathways'}"
4235,ECB_03989,cds,melR,4319434,4320342,DNA-binding transcriptional dual regulator,4319888.0,
4236,ECB_03990,cds,melA,4320625,4321980,"alpha-galactosidase, NAD(P)-binding",4321302.5,"{'ebr00052': 'Galactose metabolism', 'ebr00561': 'Glycerolipid metabolism', 'ebr00600': 'Sphingolipid metabolism', 'ebr01100': 'Metabolic pathways'}"
4237,ECB_03991,cds,melB,4322095,4323504,melibiose,4322799.5,
4238,ECB_03992,cds,yjdF,4323643,4324272,conserved inner membrane protein,4323957.5,
4239,ECB_03993,cds,fumB,4324395,4326041,anaerobic class I fumarate hydratase (fumarase B),4325218.0,"{'ebr00020': 'Citrate cycle (TCA cycle)', 'ebr00620': 'Pyruvate metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01110': 'Biosynthesis of secondary metabolites', 'ebr01120': 'Microbial metabolism in diverse environments', 'ebr01200': 'Carbon metabolism'}"
4240,ECB_03994,cds,dcuB,4326119,4327459,C4-dicarboxylate antiporter,4326789.0,{'ebr02020': 'Two-component system'}
4241,ECB_03995,cds,dcuR,4328030,4328749,DNA-binding response regulator in two-component regulatory system with DcuS,4328389.5,{'ebr02020': 'Two-component system'}
4242,ECB_03997,cds,yjdI,4330563,4330793,hypothetical protein,4330678.0,
4243,ECB_03998,cds,yjdJ,4330805,4331077,predicted acyltransferase with acyl-CoA N-acyltransferase domain,4330941.0,
4244,ECB_03999,cds,yjdK,4331304,4331600,hypothetical protein,4331452.0,
4245,ECB_04000,cds,lysU,4331920,4333437,"lysine tRNA synthetase, inducible",4332678.5,{'ebr00970': 'Aminoacyl-tRNA biosynthesis'}
4246,ECB_04001,cds,yjdL,4333674,4335131,predicted transporter,4334402.5,
4247,ECB_04002,cds,cadA,4335190,4337337,lysine decarboxylase 1,4336263.5,"{'ebr00310': 'Lysine degradation', 'ebr01100': 'Metabolic pathways', 'ebr01110': 'Biosynthesis of secondary metabolites', 'ebr01120': 'Microbial metabolism in diverse environments'}"
4248,ECB_04003,cds,cadB,4337417,4338751,predicted lysine/cadaverine transporter,4338084.0,
4249,ECB_04004,cds,cadC,4339117,4340655,DNA-binding transcriptional activator,4339886.0,
4250,ECB_t00079,ncrna,pheU,4341272,4341347,,4341309.5,{'ebr00970': 'Aminoacyl-tRNA biosynthesis'}
4251,EBG00001040599,ncrna,tRNA,4341275,4341347,,4341311.0,
4252,ECB_04005,cds,yjdC,4341454,4342029,predicted transcriptional regulator,4341741.5,
4253,ECB_04006,cds,dsbD,4342066,4343763,thiol,4342914.5,
4254,ECB_04007,cds,cutA,4343739,4344077,"copper binding protein, copper sensitivity",4343908.0,
4255,ECB_04008,cds,dcuA,4344193,4345494,C4-dicarboxylate antiporter,4344843.5,
4256,ECB_04009,cds,aspA,4345612,4347048,aspartate ammonia-lyase,4346330.0,"{'ebr00250': 'Alanine, aspartate and glutamate metabolism', 'ebr01100': 'Metabolic pathways'}"
4257,ECB_04010,cds,fxsA,4347385,4347861,inner membrane protein,4347623.0,
4258,ECB_04011,cds,yjeH,4347877,4349133,predicted transporter,4348505.0,
4259,ECB_04012,cds,groES,4349409,4349702,co-chaperonin GroES,4349555.5,
4260,ECB_04013,cds,groEL,4349746,4351392,chaperonin GroEL,4350569.0,{'ebr03018': 'RNA degradation'}
4261,ECB_04014,cds,yjeI,4351530,4351883,hypothetical protein,4351706.5,
4262,ECB_04015,cds,yjeJ,4352076,4352945,hypothetical protein,4352510.5,
4263,ECB_04016,cds,yjeK,4353340,4354368,predicted lysine aminomutase,4353854.0,
4264,ECB_04017,cds,efp,4354410,4354976,elongation factor P,4354693.0,
4265,ECB_04018,cds,ecnA,4355028,4355153,"entericidin A membrane lipoprotein, antidote entericidin B",4355090.5,
4266,ECB_04019,cds,ecnB,4355264,4355410,entericidin B membrane lipoprotein,4355337.0,
4267,ECB_04020,cds,sugE,4355586,4355903,multidrug efflux system protein,4355744.5,
4268,ECB_04021,cds,blc,4355897,4356433,outer membrane lipoprotein (lipocalin),4356165.0,
4269,ECB_04022,cds,ampC,4356522,4357655,beta-lactamase/D-alanine carboxypeptidase,4357088.5,"{'ebr01501': 'beta-Lactam resistance', 'ebr02020': 'Two-component system'}"
4270,ECB_04023,cds,frdD,4357718,4358077,fumarate reductase subunit D,4357897.5,"{'ebr00020': 'Citrate cycle (TCA cycle)', 'ebr00190': 'Oxidative phosphorylation', 'ebr00620': 'Pyruvate metabolism', 'ebr00650': 'Butanoate metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01110': 'Biosynthesis of secondary metabolites', 'ebr01120': 'Microbial metabolism in diverse environments', 'ebr01200': 'Carbon metabolism', 'ebr02020': 'Two-component system'}"
4271,ECB_04024,cds,frdC,4358088,4358483,fumarate reductase subunit C,4358285.5,"{'ebr00020': 'Citrate cycle (TCA cycle)', 'ebr00190': 'Oxidative phosphorylation', 'ebr00620': 'Pyruvate metabolism', 'ebr00650': 'Butanoate metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01110': 'Biosynthesis of secondary metabolites', 'ebr01120': 'Microbial metabolism in diverse environments', 'ebr01200': 'Carbon metabolism', 'ebr02020': 'Two-component system'}"
4272,ECB_04025,cds,frdB,4358494,4359228,"fumarate reductase (anaerobic), Fe-S subunit",4358861.0,"{'ebr00020': 'Citrate cycle (TCA cycle)', 'ebr00190': 'Oxidative phosphorylation', 'ebr00620': 'Pyruvate metabolism', 'ebr00650': 'Butanoate metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01110': 'Biosynthesis of secondary metabolites', 'ebr01120': 'Microbial metabolism in diverse environments', 'ebr01200': 'Carbon metabolism', 'ebr02020': 'Two-component system'}"
4273,ECB_04026,cds,frdA,4359221,4361029,fumarate reductase,4360125.0,"{'ebr00020': 'Citrate cycle (TCA cycle)', 'ebr00190': 'Oxidative phosphorylation', 'ebr00620': 'Pyruvate metabolism', 'ebr00650': 'Butanoate metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01110': 'Biosynthesis of secondary metabolites', 'ebr01120': 'Microbial metabolism in diverse environments', 'ebr01200': 'Carbon metabolism', 'ebr02020': 'Two-component system'}"
4274,ECB_04027,cds,yjeA,4361354,4362331,lysyl-tRNA synthetase,4361842.5,
4275,ECB_04028,cds,yjeM,4362550,4364052,predicted transporter,4363301.0,
4276,ECB_04029,cds,yjeP,4364202,4367525,predicted mechanosensitive channel,4365863.5,
4277,ECB_04030,cds,psd,4367547,4368515,phosphatidylserine decarboxylase,4368031.0,"{'ebr00564': 'Glycerophospholipid metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01110': 'Biosynthesis of secondary metabolites'}"
4278,ECB_04031,cds,yjeQ,4368612,4369664,ribosome-associated GTPase,4369138.0,"{'ebr00730': 'Thiamine metabolism', 'ebr01100': 'Metabolic pathways'}"
4279,ECB_04032,cds,orn,4369759,4370304,oligoribonuclease,4370031.5,
4280,ECB_t00080,ncrna,glyV,4370515,4370590,,4370552.5,{'ebr00970': 'Aminoacyl-tRNA biosynthesis'}
4281,EBG00001040706,ncrna,tRNA,4370515,4370587,,4370551.0,
4282,ECB_t00081,ncrna,glyX,4370627,4370702,,4370664.5,{'ebr00970': 'Aminoacyl-tRNA biosynthesis'}
4283,EBG00001040722,ncrna,tRNA,4370627,4370699,,4370663.0,
4284,ECB_t00082,ncrna,glyY,4370738,4370813,,4370775.5,{'ebr00970': 'Aminoacyl-tRNA biosynthesis'}
4285,EBG00001040689,ncrna,tRNA,4370738,4370810,,4370774.0,
4286,ECB_04033,cds,yjeS,4371083,4372222,predicted Fe-S electron transport protein,4371652.5,
4287,ECB_04034,cds,yjeF,4372221,4373768,predicted carbohydrate kinase,4372994.5,
4288,ECB_04035,cds,yjeE,4373740,4374201,ATPase with strong ADP affinity,4373970.5,
4289,ECB_04036,cds,amiB,4374220,4375557,N-acetylmuramoyl-l-alanine amidase II,4374888.5,{'ebr01503': 'Cationic antimicrobial peptide (CAMP) resistance'}
4290,ECB_04037,cds,mutL,4375567,4377414,DNA mismatch repair protein,4376490.5,{'ebr03430': 'Mismatch repair'}
4291,ECB_04038,cds,miaA,4377407,4378357,tRNA delta(2)-isopentenylpyrophosphate transferase,4377882.0,"{'ebr01100': 'Metabolic pathways', 'ebr01110': 'Biosynthesis of secondary metabolites'}"
4292,ECB_04039,cds,hfq,4378443,4378751,RNA-binding protein Hfq,4378597.0,"{'ebr02024': 'Quorum sensing', 'ebr03018': 'RNA degradation'}"
4293,ECB_04040,cds,hflX,4378827,4380107,predicted GTPase,4379467.0,
4294,ECB_04041,cds,hflK,4380193,4381452,modulator for HflB protease specific for phage lambda cII repressor,4380822.5,
4295,ECB_04042,cds,hflC,4381455,4382459,modulator for HflB protease specific for phage lambda cII repressor,4381957.0,
4296,ECB_04043,cds,yjeT,4382541,4382738,conserved inner membrane protein,4382639.5,
4297,ECB_04044,cds,purA,4382842,4384140,adenylosuccinate synthetase,4383491.0,"{'ebr00230': 'Purine metabolism', 'ebr00250': 'Alanine, aspartate and glutamate metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01232': 'Nucleotide metabolism', 'ebr01240': 'Biosynthesis of cofactors'}"
4298,ECB_04045,cds,yjeB,4384345,4384770,predicted DNA-binding transcriptional regulator,4384557.5,
4299,ECB_04046,cds,rnr,4384809,4387250,"exoribonuclease R, RNase R",4386029.5,{'ebr03018': 'RNA degradation'}
4300,ECB_04047,cds,yjfH,4387430,4388161,23S rRNA (Gm2251)-methyltransferase,4387795.5,
4301,ECB_04048,cds,yjfI,4388288,4388689,hypothetical protein,4388488.5,
4302,ECB_04049,cds,yjfJ,4388708,4389406,predicted transcriptional regulator effector protein,4389057.0,
4303,ECB_04050,cds,yjfK,4389457,4390116,hypothetical protein,4389786.5,
4304,ECB_04051,cds,yjfL,4390134,4390532,conserved inner membrane protein,4390333.0,
4305,ECB_04052,cds,yjfM,4390542,4391180,hypothetical protein,4390861.0,
4306,ECB_04053,cds,yjfC,4391183,4392346,predicted synthetase/amidase,4391764.5,
4307,ECB_04054,cds,aidB,4392430,4394055,isovaleryl CoA dehydrogenase,4393242.5,
4308,ECB_04055,cds,yjfN,4394172,4394447,hypothetical protein,4394309.5,
4309,ECB_04056,cds,yjfO,4394596,4394925,hypothetical protein,4394760.5,
4310,ECB_04057,cds,yjfP,4395107,4395856,predicted hydrolase,4395481.5,
4311,ECB_04058,cds,yjfQ,4395853,4396608,DNA-binding transcriptional dual regulator,4396230.5,
4312,ECB_04059,cds,yjfR,4396716,4397780,predicted L-ascorbate 6-phosphate lactonase,4397248.0,"{'ebr00053': 'Ascorbate and aldarate metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01120': 'Microbial metabolism in diverse environments'}"
4313,ECB_04060,cds,ulaA,4398135,4399532,ascorbate-specific PTS system enzyme IIC,4398833.5,"{'ebr00053': 'Ascorbate and aldarate metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01120': 'Microbial metabolism in diverse environments', 'ebr02060': 'Phosphotransferase system (PTS)'}"
4314,ECB_04061,cds,sgaB,4399548,4399853,L-ascorbate-specific enzyme IIB component of PTS,4399700.5,"{'ebr00053': 'Ascorbate and aldarate metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01120': 'Microbial metabolism in diverse environments', 'ebr02060': 'Phosphotransferase system (PTS)'}"
4315,ECB_04062,cds,ptxA,4399863,4400327,L-ascorbate-specific enzyme IIA component of PTS,4400095.0,"{'ebr00053': 'Ascorbate and aldarate metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01120': 'Microbial metabolism in diverse environments', 'ebr02060': 'Phosphotransferase system (PTS)'}"
4316,ECB_04063,cds,sgaH,4400341,4400991,3-keto-L-gulonate 6-phosphate decarboxylase,4400666.0,"{'ebr00040': 'Pentose and glucuronate interconversions', 'ebr00053': 'Ascorbate and aldarate metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01120': 'Microbial metabolism in diverse environments'}"
